,Unnamed: 0,id,title,artist,company,date_released,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
24,24,5NIjdxrVUW4GGyLIqXUw9K,Better Be,Red Velvet,SM,2021-08-16,0.756,0.667,5,-5.494,1,0.0457,2.11e-05,0.0781,0.434,107.036,180560,4
25,25,00Cxlg96EHYJG2VoTh7Q3D,Pushin' N Pullin',Red Velvet,SM,2021-08-16,0.582,0.681,2,-3.232,0,0.176,1.3e-05,0.0885,0.721,159.859,183360,4
26,26,3zQyl7ko8alM35mvYWmHuu,"Hello, Sunset",Red Velvet,SM,2021-08-16,0.737,0.531,11,-4.51,1,0.198,0.0,0.142,0.871,71.999,210200,4
27,27,2oBMZYteeO8DyXV9gDx6Za,Feel My Rhythm,Red Velvet,SM,2022-03-21,0.412,0.94,1,-2.171,1,0.0648,0.0,0.358,0.423,157.964,210253,4
28,28,7h5MKRZUiYDshjH5UgAbNp,Rainbow Halo,Red Velvet,SM,2022-03-21,0.644,0.821,5,-3.187,0,0.059,0.0,0.0562,0.683,154.979,208560,4
29,29,6Zr6W8j3jJ3z50XsBCvm3e,Beg For Me,Red Velvet,SM,2022-03-21,0.713,0.796,11,-3.074,0,0.171,0.0,0.0757,0.661,146.986,212347,4
30,30,0jXneVxiitQZsbtftH7HHJ,BAMBOLEO,Red Velvet,SM,2022-03-21,0.652,0.88,5,-3.322,1,0.0296,5.3e-05,0.126,0.551,107.95,208347,4
31,31,1DX08glq6CBGBA0N6uL3JV,"Good, Bad, Ugly",Red Velvet,SM,2022-03-21,0.486,0.739,11,-4.615,0,0.152,0.0,0.26,0.793,169.507,181253,4
32,32,4ubg38wkWizzLsQwLuE6rM,In My Dreams,Red Velvet,SM,2022-03-21,0.652,0.536,1,-4.517,1,0.215,0.0066,0.0489,0.179,101.044,204760,3
33,33,3KvMgB5V1FvQTCvvHz5aiO,Marionette,Red Velvet,SM,2022-04-06,0.658,0.723,3,-4.372,0,0.122,0.0,0.133,0.485,134.97,228653,4
34,34,4RmEqYXrb89Mlwzm2p6Wyd,WILDSIDE,Red Velvet,SM,2022-04-06,0.559,0.854,1,-2.907,1,0.0403,0.0,0.0836,0.591,144.997,229520,4
35,35,7Mc31xhDQfWqmxjRwkDCYn,SAPPY,Red Velvet,SM,2022-04-06,0.745,0.919,5,-2.473,0,0.0529,2.06e-06,0.0875,0.495,106.044,200333,4
36,36,3e3IRNRO3TTxl0lyoNSv0p,Jackpot,Red Velvet,SM,2022-04-06,0.77,0.882,6,-2.631,0,0.0622,1.1e-05,0.391,0.712,119.892,182520,4
37,37,6GkOpiY2m1vyWLUuuPvVqp,#Cookie Jar,Red Velvet,SM,2022-04-06,0.677,0.964,11,-2.064,1,0.0165,0.0,0.101,0.907,159.021,214427,4
38,38,0HBcczIOrAScjhnFRtTPWh,Snap Snap,Red Velvet,SM,2022-04-06,0.644,0.895,3,-4.375,0,0.0162,0.0,0.247,0.629,120.034,203773,4
39,39,382Mbj7rOJuqLQnsiV8fdp,Sayonara,Red Velvet,SM,2022-04-06,0.496,0.726,0,-5.004,0,0.432,1.77e-06,0.352,0.593,116.447,195853,3
40,40,5VedbJKAZwj3x3sBR6ujXF,Aitai-tai,Red Velvet,SM,2022-04-06,0.752,0.724,9,-3.365,1,0.0307,2.03e-05,0.167,0.888,131.994,194960,4
41,41,4xVGCkiphml8mYFAPX79GJ,Swimming Pool,Red Velvet,SM,2022-04-06,0.605,0.921,8,-1.742,1,0.187,0.0,0.307,0.918,159.954,201147,4
42,42,3z0Yq2GbtBcqCCCmbxxrnf,'Cause it's you,Red Velvet,SM,2022-04-06,0.496,0.53,9,-3.753,1,0.253,0.0,0.168,0.593,116.961,180440,4
43,43,7fTTAOlLFkIjnWUtpYhx1W,Color of Love,Red Velvet,SM,2022-04-06,0.685,0.549,7,-5.287,1,0.709,0.0,0.0845,0.613,105.921,187480,4
44,44,4LJgBT9yo0beHlaBesCFEv,Birthday,Red Velvet,SM,2022-11-28,0.645,0.864,10,-2.065,0,0.0486,0.0,0.0491,0.673,149.949,216440,4
45,45,4OSVR8gq2l3ceJiXNR7iiM,BYE BYE,Red Velvet,SM,2022-11-28,0.72,0.733,11,-3.489,0,0.32,0.0,0.423,0.656,116.129,196080,4
46,46,1hYQUY06GbO7YR8QeO7Qdk,On A Ride,Red Velvet,SM,2022-11-28,0.817,0.825,11,-2.9,0,0.106,2.54e-05,0.114,0.655,104.984,199000,4
47,47,18OjYSOz2ryc2vLmAeG2de,ZOOM,Red Velvet,SM,2022-11-28,0.808,0.809,11,-1.625,0,0.696,5.39e-05,0.163,0.823,89.937,184187,4
48,48,53qayme5jMFwTb3fF84uv6,Celebrate,Red Velvet,SM,2022-11-28,0.806,0.546,4,-4.242,1,0.58,0.0,0.114,0.305,115.044,164693,4
49,49,68gQG2HpRMxIRom4pCugMq,Chill Kill,Red Velvet,SM,2023-11-13,0.531,0.747,0,-3.717,1,0.0549,0.0,0.244,0.434,148.039,214800,4
50,50,5nTemr4PG8L9jQoqxsZu6w,Knock Knock (Who's There?),Red Velvet,SM,2023-11-13,0.612,0.795,8,-3.727,0,0.348,0.0,0.356,0.622,147.839,201320,4
51,51,58xqapN458N2VjibN3uVrY,Underwater,Red Velvet,SM,2023-11-13,0.59,0.703,11,-5.852,1,0.281,0.0,0.134,0.414,135.912,205320,4
52,52,0IVwlMnmT0CS8opHfFZAWp,Will I Ever See You Again?,Red Velvet,SM,2023-11-13,0.364,0.779,7,-4.948,1,0.0234,0.000102,0.156,0.479,95.033,191240,4
53,53,0jUDrSASok8h2xUIWe4KOG,Nightmare,Red Velvet,SM,2023-11-13,0.466,0.682,10,-4.265,0,0.243,0.0,0.119,0.321,162.0,205293,3
54,54,2ciMW7c3kpno8ruu9RkBKg,Iced Coffee,Red Velvet,SM,2023-11-13,0.301,0.599,10,-4.732,1,0.328,0.0,0.0773,0.274,206.36,198387,3
55,55,4zIPZxvYp32y6ifjm1E30O,One Kiss,Red Velvet,SM,2023-11-13,0.639,0.827,9,-3.366,0,0.465,1.67e-06,0.166,0.677,180.058,199773,4
56,56,4Pp6Ql9wV7A6VqHrmjMFv4,Bulldozer,Red Velvet,SM,2023-11-13,0.732,0.79,6,-3.52,1,0.0529,1.76e-06,0.344,0.568,152.022,160773,4
57,57,2UBHMxFRoaDuHGGIjpd3dJ,Wings,Red Velvet,SM,2023-11-13,0.554,0.716,2,-4.159,1,0.494,0.0,0.0683,0.432,170.049,223893,4
58,58,6soeHzqsg3Q2ugz21bnFR9,Scenery,Red Velvet,SM,2023-11-13,0.548,0.474,2,-5.992,1,0.556,0.0,0.13,0.214,143.662,209507,3
59,59,2qgA8fMwtftAhDzkd6mhgD,Dear Diary,YERI,SM,2019-03-14,0.592,0.707,0,-5.348,1,0.359,0.0,0.073,0.407,171.563,218524,4
60,60,1dfsPqH09vnzUWEOsN98Ex,28 Reasons,SEULGI,SM,2022-10-04,0.766,0.651,5,-3.546,0,0.211,2.51e-06,0.144,0.488,121.995,189413,4
61,61,5eFGkCXi83auDi0bcDBEKD,Dead Man Runnin’,SEULGI,SM,2022-10-04,0.54,0.744,4,-2.605,1,0.216,0.0,0.116,0.299,150.021,199320,4
62,62,4K08CJWZXj85wkMIvCrVFg,"Bad Boy, Sad Girl",SEULGI,SM,2022-10-04,0.752,0.632,6,-3.52,1,0.348,0.0,0.111,0.644,148.01,177067,4
63,63,7vRodvsF37NGUYRSVMIRXj,Anywhere But Home,SEULGI,SM,2022-10-04,0.698,0.798,11,-2.583,1,0.345,1.47e-06,0.377,0.528,117.051,201093,4
64,64,567IUuKvajZzMJPiLEzci4,Los Angeles,SEULGI,SM,2022-10-04,0.741,0.727,1,-6.658,1,0.129,0.00448,0.11,0.397,118.942,222667,4
65,65,4Y0EawuG8OtyYNyJulWnDu,Crown,SEULGI,SM,2022-10-04,0.604,0.58,6,-5.119,0,0.443,0.000337,0.164,0.34,86.015,195813,4
66,66,3cGp1jXxLReLKz7QgVbWZR,Hello,JOY,SM,2021-05-31,0.392,0.894,2,-1.399,1,0.351,0.0,0.349,0.644,185.869,218880,4
